epoch,loss
314,0.447214
315,0.447208
316,0.447202
317,0.447196
318,0.447191
319,0.447185
320,0.447179
321,0.447174
322,0.447168
323,0.447163
324,0.447157
325,0.447152
326,0.447147
327,0.447142
328,0.447137
329,0.447132
330,0.447127
331,0.447122
332,0.447117
333,0.447112
334,0.447108
335,0.447103
336,0.447098
337,0.447094
338,0.447089
339,0.447085
340,0.44708
341,0.447076
342,0.447072
343,0.447068
344,0.447064
345,0.447059
346,0.447055
347,0.447051
348,0.447047
349,0.447044
350,0.44704
351,0.447036
352,0.447032
353,0.447028
354,0.447025
355,0.447021
356,0.447018
357,0.447014
358,0.44701
359,0.447007
360,0.447004
361,0.447
362,0.446997
363,0.446994
364,0.44699
365,0.446987
366,0.446984
367,0.446981
368,0.446978
369,0.446975
370,0.446972
371,0.446969
372,0.446966
373,0.446963
374,0.44696
375,0.446957
376,0.446954
377,0.446952
378,0.446949
379,0.446946
380,0.446943
381,0.446941
382,0.446938
383,0.446936
384,0.446933
385,0.446931
386,0.446928
387,0.446926
388,0.446923
389,0.446921
390,0.446918
391,0.446916
392,0.446914
393,0.446912
394,0.446909
395,0.446907
396,0.446905
397,0.446903
398,0.4469
399,0.446898
400,0.446896
401,0.446894
402,0.446892
403,0.44689
404,0.446888
405,0.446886
406,0.446884
407,0.446882
408,0.44688
409,0.446878
410,0.446876
411,0.446875
412,0.446873
413,0.446871
414,0.446869
415,0.446867
416,0.446866
417,0.446864
418,0.446862
419,0.446861
420,0.446859
421,0.446857
422,0.446856
423,0.446854
424,0.446852
425,0.446851
426,0.446849
427,0.446848
428,0.446846
429,0.446845
430,0.446843
431,0.446842
432,0.44684
433,0.446839
434,0.446838
435,0.446836
436,0.446835
437,0.446833
438,0.446832
439,0.446831
440,0.446829
441,0.446828
442,0.446827
443,0.446826
444,0.446824
445,0.446823
446,0.446822
447,0.446821
448,0.446819
449,0.446818
450,0.446817
451,0.446816
452,0.446815
453,0.446814
454,0.446812
455,0.446811
456,0.44681
457,0.446809
458,0.446808
459,0.446807
460,0.446806
461,0.446805
462,0.446804
463,0.446803
464,0.446802
465,0.446801
466,0.4468
467,0.446799
468,0.446798
469,0.446797
470,0.446796
471,0.446795
472,0.446794
473,0.446793
474,0.446793
475,0.446792
476,0.446791
477,0.44679
478,0.446789
479,0.446788
480,0.446787
481,0.446787
482,0.446786
483,0.446785
484,0.446784
485,0.446783
486,0.446783
487,0.446782
488,0.446781
489,0.44678
490,0.44678
491,0.446779
492,0.446778
493,0.446777
494,0.446777
495,0.446776
496,0.446775
497,0.446775
498,0.446774
499,0.446773
500,0.446773
501,0.446772
502,0.446771
503,0.446771
504,0.44677
505,0.446769
506,0.446769
507,0.446768
508,0.446767
509,0.446767
510,0.446766
511,0.446766
512,0.446765
513,0.446765
514,0.446764
515,0.446763
516,0.446763
517,0.446762
518,0.446762
519,0.446761
520,0.446761
521,0.44676
522,0.44676
523,0.446759
524,0.446759
525,0.446758
526,0.446758
527,0.446757
528,0.446757
529,0.446756
530,0.446756
531,0.446755
532,0.446755
533,0.446754
534,0.446754
535,0.446753
536,0.446753
537,0.446752
538,0.446752
539,0.446752
540,0.446751
541,0.446751
542,0.44675
543,0.44675
544,0.44675
545,0.446749
546,0.446749
547,0.446748
548,0.446748
549,0.446748
550,0.446747
551,0.446747
552,0.446746
553,0.446746
554,0.446746
555,0.446745
556,0.446745
557,0.446745
558,0.446744
559,0.446744
560,0.446744
561,0.446743
562,0.446743
563,0.446743
564,0.446742
565,0.446742
566,0.446742
567,0.446741
568,0.446741
569,0.446741
570,0.44674
571,0.44674
572,0.44674
573,0.446739
574,0.446739
575,0.446739
576,0.446739
577,0.446738
578,0.446738
579,0.446738
580,0.446738
581,0.446737
582,0.446737
583,0.446737
584,0.446736
585,0.446736
586,0.446736
587,0.446736
588,0.446735
589,0.446735
590,0.446735
591,0.446735
592,0.446734
593,0.446734
594,0.446734
595,0.446734
596,0.446734
597,0.446733
598,0.446733
599,0.446733
600,0.446733
601,0.446732
602,0.446732
603,0.446732
604,0.446732
605,0.446732
606,0.446731
607,0.446731
608,0.446731
609,0.446731
610,0.446731
611,0.44673
612,0.44673
613,0.44673
614,0.44673
615,0.44673
616,0.446729
617,0.446729
618,0.446729
619,0.446729
620,0.446729
621,0.446729
622,0.446728
623,0.446728
624,0.446728
625,0.446728
626,0.446728
627,0.446728
628,0.446727
629,0.446727
630,0.446727
631,0.446727
632,0.446727
633,0.446727
634,0.446726
635,0.446726
636,0.446726
637,0.446726
638,0.446726
639,0.446726
640,0.446726
641,0.446725
642,0.446725
643,0.446725
644,0.446725
645,0.446725
646,0.446725
647,0.446725
648,0.446725
649,0.446724
650,0.446724
651,0.446724
652,0.446724
653,0.446724
654,0.446724
655,0.446724
656,0.446724
657,0.446723
658,0.446723
659,0.446723
660,0.446723
661,0.446723
662,0.446723
663,0.446723
664,0.446723
665,0.446723
666,0.446722
667,0.446722
668,0.446722
669,0.446722
670,0.446722
671,0.446722
672,0.446722
673,0.446722
674,0.446722
675,0.446722
676,0.446721
677,0.446721
678,0.446721
679,0.446721
680,0.446721
681,0.446721
682,0.446721
683,0.446721
684,0.446721
685,0.446721
686,0.446721
687,0.44672
688,0.44672
689,0.44672
690,0.44672
691,0.44672
692,0.44672
693,0.44672
694,0.44672
695,0.44672
696,0.44672
697,0.44672
698,0.44672
699,0.446719
700,0.446719
701,0.446719
702,0.446719
703,0.446719
704,0.446719
705,0.446719
706,0.446719
707,0.446719
708,0.446719
709,0.446719
710,0.446719
711,0.446719
712,0.446719
713,0.446719
714,0.446718
715,0.446718
716,0.446718
717,0.446718
718,0.446718
719,0.446718
720,0.446718
721,0.446718
722,0.446718
723,0.446718
724,0.446718
725,0.446718
726,0.446718
727,0.446718
728,0.446718
729,0.446718
730,0.446718
731,0.446717
732,0.446717
733,0.446717
734,0.446717
735,0.446717
736,0.446717
737,0.446717
738,0.446717
739,0.446717
740,0.446717
741,0.446717
742,0.446717
743,0.446717
744,0.446717
745,0.446717
746,0.446717
747,0.446717
748,0.446717
749,0.446717
750,0.446717
751,0.446717
752,0.446717
753,0.446716
754,0.446716
755,0.446716
756,0.446716
757,0.446716
758,0.446716
759,0.446716
760,0.446716
761,0.446716
762,0.446716
763,0.446716
764,0.446716
765,0.446716
766,0.446716
767,0.446716
768,0.446716
769,0.446716
770,0.446716
771,0.446716
772,0.446716
773,0.446716
774,0.446716
775,0.446716
776,0.446716
777,0.446716
778,0.446716
779,0.446716
780,0.446716
781,0.446715
782,0.446715
783,0.446715
784,0.446715
785,0.446715
786,0.446715
787,0.446715
788,0.446715
789,0.446715
790,0.446715
791,0.446715
792,0.446715
793,0.446715
794,0.446715
795,0.446715
796,0.446715
797,0.446715
798,0.446715
799,0.446715
800,0.446715
801,0.446715
802,0.446715
803,0.446715
804,0.446715
805,0.446715
806,0.446715
807,0.446715
808,0.446715
809,0.446715
810,0.446715
811,0.446715
812,0.446715
813,0.446715
814,0.446715
815,0.446715
816,0.446715
817,0.446715
818,0.446715
819,0.446715
820,0.446715
821,0.446715
822,0.446714
823,0.446714
824,0.446714
825,0.446714
826,0.446714
827,0.446714
828,0.446714
829,0.446714
830,0.446714
831,0.446714
832,0.446714
833,0.446714
834,0.446714
835,0.446714
836,0.446714
837,0.446714
838,0.446714
839,0.446714
840,0.446714
841,0.446714
842,0.446714
843,0.446714
844,0.446714
845,0.446714
846,0.446714
847,0.446714
848,0.446714
849,0.446714
850,0.446714
851,0.446714
852,0.446714
853,0.446714
854,0.446714
855,0.446714
856,0.446714
857,0.446714
858,0.446714
859,0.446714
860,0.446714
861,0.446714
862,0.446714
863,0.446714
864,0.446714
865,0.446714
866,0.446714
867,0.446714
868,0.446714
869,0.446714
870,0.446714
871,0.446714
872,0.446714
873,0.446714
874,0.446714
875,0.446714
876,0.446714
877,0.446714
878,0.446714
879,0.446714
880,0.446714
881,0.446714
882,0.446714
883,0.446714
884,0.446714
885,0.446714
886,0.446714
887,0.446714
888,0.446714
889,0.446714
890,0.446714
891,0.446714
892,0.446714
893,0.446714
894,0.446714
895,0.446714
896,0.446713
897,0.446713
898,0.446713
899,0.446713
900,0.446713
901,0.446713
902,0.446713
903,0.446713
904,0.446713
905,0.446713
906,0.446713
907,0.446713
908,0.446713
909,0.446713
910,0.446713
911,0.446713
912,0.446713
913,0.446713
914,0.446713
915,0.446713
916,0.446713
917,0.446713
918,0.446713
919,0.446713
920,0.446713
921,0.446713
922,0.446713
923,0.446713
924,0.446713
925,0.446713
926,0.446713
927,0.446713
928,0.446713
929,0.446713
930,0.446713
931,0.446713
932,0.446713
933,0.446713
934,0.446713
935,0.446713
936,0.446713
937,0.446713
938,0.446713
939,0.446713
940,0.446713
941,0.446713
942,0.446713
943,0.446713
944,0.446713
945,0.446713
946,0.446713
947,0.446713
948,0.446713
949,0.446713
950,0.446713
951,0.446713
952,0.446713
953,0.446713
954,0.446713
955,0.446713
956,0.446713
957,0.446713
958,0.446713
959,0.446713
960,0.446713
961,0.446713
962,0.446713
963,0.446713
964,0.446713
965,0.446713
966,0.446713
967,0.446713
968,0.446713
969,0.446713
970,0.446713
971,0.446713
972,0.446713
973,0.446713
974,0.446713
975,0.446713
976,0.446713
977,0.446713
978,0.446713
979,0.446713
980,0.446713
981,0.446713
982,0.446713
983,0.446713
984,0.446713
985,0.446713
986,0.446713
987,0.446713
988,0.446713
989,0.446713
990,0.446713
991,0.446713
992,0.446713
993,0.446713
994,0.446713
995,0.446713
996,0.446713
997,0.446713
998,0.446713
999,0.446713
